Cinema Tragedy ,by TeodoreJames, reviews,"Theatre, songs, the huge theatre breakup RWHG,RWFD later... I suck at summaries","Harry Potter - Rated: T - English - Drama/Romance - Chapters: 3 - Words: 1,651 - Reviews: 2 - Updated: Jul 26, 2003 - Published: May 3, 2003 - Hermione G., Ron W."
Masterpiece Theatre with Touma Hashiba,by Hoshi Tsuiraku, reviews,touma gets to host masterpiece theatre for a night and once again shuu decides to tag along…,"Ronin Warriors - Rated: T - English - Humor - Chapters: 1 - Words: 2,841 - Reviews: 9 - Favs: 3 - Published: Aug 4, 2000"
Yugioh Omake Theatre 2,by misuko-ikumi, reviews,The 2nd Yugioh Omake Theatre Bakura's 'deathtothePharaoh' Plan horribly backfires... AGAIN.,"Yu-Gi-Oh - Rated: T - English - Humor - Chapters: 1 - Words: 683 - Reviews: 2 - Favs: 2 - Published: Jul 5, 2006 - Yami Bakura, Pegasus C./M. Pegasus - Complete"
Yugioh Omake Theatre 4,by misuko-ikumi, reviews,The 4th Yugioh Omake Theatre Kaiba tells Random Dude about his wonderous DUCKS.,"Yu-Gi-Oh - Rated: T - English - Humor - Chapters: 1 - Words: 566 - Reviews: 2 - Favs: 1 - Published: Jul 5, 2006 - Kuriboh - Complete"
The Winter Garden,by PretzelDemigod82, reviews,A different ending to Animal Dance where Natasha's theatre prevails and the Golden Key Theatre falls.,"Animal Dance - Rated: T - English - Chapters: 1 - Words: 2,602 - Reviews: 1 - Published: Nov 2, 2014 - Natasha B., Sophia K. - Complete"
A Theatre Experience,by Metoria, reviews,Obi and Garen go to the theatre.. but Garen seems a bit airheaded today…,"Jedi Apprentice - Rated: K - English - Humor - Chapters: 1 - Words: 416 - Reviews: 3 - Published: Mar 10, 2010 - Garen M., Obi-Wan K. - Complete"
Theatre class: Invasion of the new students,by Demented Hellion, reviews,A few short stories about the Ronins and theatre class.,"Ronin Warriors - Rated: K - English - Humor - Chapters: 2 - Words: 770 - Reviews: 1 - Favs: 1 - Follows: 1 - Published: Mar 22, 2002"
A Night At The Theatre,by bradp521, reviews,"A historical ""What if..."" where Bruce Wayne and Selina Kyle go to the theatre in April of 1865.","Batman - Rated: T - English - Drama/Suspense - Chapters: 2 - Words: 2,908 - Reviews: 2 - Favs: 6 - Follows: 5 - Published: Mar 28, 2010 - Bruce W./Batman, Selina K./Catwoman"
Drabble: Theatre,by williz, reviews,"Willabeth AWE drabble challenge. The word is theatre. This might just be my best work, so read it and review.","Pirates of the Caribbean - Rated: K+ - English - Romance - Chapters: 1 - Words: 725 - Reviews: 11 - Favs: 7 - Follows: 1 - Published: May 10, 2007 - Complete"
Night out at the theatre,by Mxpi1970, reviews,Kelly is being treated out to the theatre by her friend Alice to see Twilight on ice...she's obsessed with Emmett and Felix and um things happen in a dark theatres :D,"Twilight - Rated: M - English - Romance/Humor - Chapters: 1 - Words: 3,342 - Reviews: 1 - Favs: 7 - Follows: 3 - Published: Oct 12, 2011 - Emmett, Felix - Complete"
Theatre,by Flenuty, reviews,The country would always snap back into reassurance by the boom of her voice.,"Dragon Age - Rated: K - English - Tragedy - Chapters: 1 - Words: 197 - Reviews: 2 - Favs: 1 - Follows: 1 - Published: Jun 4, 2010 - Anora - Complete"
Theatre Night in the Gall ,by RoveJen15, reviews,The crew of the Enterprise stumble upon a Star wars artifact.,"Misc. Movies - Rated: K - English - Humor/Sci-Fi - Chapters: 1 - Words: 940 - Reviews: 1 - Published: Jun 12, 2002"
The Underappreciated Art & Age of Improv,by schizometriclanguage, reviews,"The Joker and his theatre, but more importantly, the play.","Batman Begins/Dark Knight - Rated: K+ - English - Chapters: 1 - Words: 1,051 - Reviews: 6 - Favs: 3 - Published: Aug 17, 2008 - Complete"
Yawn And Stretch,by Allybally, reviews,15Lovefic Sequel to 'Pick A Card'. Cody and squib in the theatre. Oneshot,"15Love - Rated: K - English - Chapters: 1 - Words: 416 - Reviews: 9 - Favs: 12 - Published: Mar 13, 2005 - Complete"
The World's A Stage,by Reudaly, reviews,Zeke's sent to the theatre to find a tortured soul.,"Brimstone - Rated: K - English - Supernatural - Chapters: 1 - Words: 6,087 - Reviews: 5 - Favs: 2 - Published: Jun 10, 2001"
Mystery Evangelion Theatre 3000 - Show 4,by Pokemon Ranger J, reviews,Another Stinkburger is on the loose!,"Evangelion - Rated: K+ - English - Humor - Chapters: 1 - Words: 1,577 - Reviews: 2 - Published: May 10, 2001"
After Gillian,by Ukkie, reviews,What happened after Starsky and Hutch busted Grossman at the theatre?,"Starsky and Hutch - Rated: K - English - Drama/Friendship - Chapters: 1 - Words: 5,853 - Reviews: 6 - Favs: 3 - Published: Jan 23, 2008 - Complete"
The Movies,by Greyfox, reviews,"The Digidestineds go to a movie, 'Mystery Science Theatre 3000' style!","Digimon - Rated: K+ - English - Humor - Chapters: 1 - Words: 1,123 - Reviews: 23 - Published: May 14, 2000"
Boarding Life,by balloongopop, reviews,LOVING AND MOVIE THEATRES short chapter though,"Kingdom Hearts - Rated: M - English - Romance/Adventure - Chapters: 4 - Words: 4,674 - Reviews: 22 - Favs: 5 - Follows: 9 - Updated: May 23, 2006 - Published: May 17, 2006 - Sora, Riku"
Aim and Fire,by susanmary, reviews,"A night at the theatre, late response to an earlier Unbound challenge. GS","CSI - Rated: K - English - Romance - Chapters: 1 - Words: 790 - Reviews: 5 - Published: Jun 10, 2004"
YJ2: Action Figure Theatre,by RobinIV, reviews,YJ2 play with action figures. COMPLETED!,"Young Justice - Rated: T - English - Chapters: 5 - Words: 3,922 - Reviews: 13 - Favs: 3 - Updated: Feb 13, 2005 - Published: Jun 18, 2004 - Complete"
Gwen White and the 7 Stitch Kids,by Bellereader004, reviews,A parody of the Faerie Tale Theatre version,"Cartoon X-overs - Rated: K - English - Fantasy - Chapters: 7 - Words: 6,612 - Reviews: 7 - Favs: 1 - Follows: 2 - Updated: Apr 25, 2010 - Published: Nov 11, 2009 - Complete"
Affairs of the heart,by LadyMona, reviews,A night out at the theatre inspires Angela to attempt a Hercules' labour…,"Bones - Rated: K+ - English - Romance - Chapters: 2 - Words: 1,681 - Reviews: 7 - Favs: 2 - Follows: 5 - Updated: Jan 14, 2007 - Published: Jan 9, 2007"
The Rose Theatre,by JuniperWrites, reviews,Takamiya gets an idea for a date from the paper!,"Love Mode - Rated: T - English - Romance - Chapters: 1 - Words: 1,155 - Reviews: 2 - Favs: 1 - Follows: 1 - Published: Dec 16, 2007 - Complete"
Solution Devices,by eden alice, reviews,He corners her in an empty operating theatre. Joseph/Jac,"Holby City - Rated: K+ - English - Angst - Chapters: 1 - Words: 1,845 - Reviews: 4 - Favs: 1 - Follows: 2 - Published: Apr 27, 2010 - Jac N., Joseph B. - Complete"
Deaths Door,by LizzieBerry, reviews,A night at the theatre takes a dramatic turn for Jessica and Seth.,"Murder She Wrote - Rated: T - English - Hurt/Comfort/Drama - Chapters: 9 - Words: 4,615 - Reviews: 18 - Favs: 7 - Follows: 9 - Updated: Sep 20, 2013 - Published: Jun 15, 2012"
