"1,331", Merriam-Webster's Collegiate Dictionary," Nov 3, 2004", http://www.ifinger.com," Merriam-Webster's Collegiate Dictionary allows you to have instant access to Merriam-Webster's Collegiate Dictionary, which contains over 215,000 definitions. The dictionary is installed on your hard drive so that you can simply move your cursor over a word, or double-click, and iFinger returns the definition instantly.", ," Topics: Merriam-Webster's Collegiate Dictionary, Business, Education and reference, Dictionaries,...", , , , , , ,,,,,,
4, Dictionary Of Geography," Jan 26, 2017"," Singh, Ajit Leishnagthem"," Book Source: Digital Library of India Item 2015.465821 dc.contributor.author: Singh, Ajit Leishnagthem dc.date.accessioned: 2015-09-22T17:00:34Z dc.date.available: 2015-09-22T17:00:34Z dc.date.digitalpublicationdate: 2013/10/03 dc.date.citation: 1984 dc.identifier.barcode: 07019990370289 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/465821 dc.description: Dictonary dc.description.scannerno: SC-01 dc.description.scanningcentre: North Eastern States Libraries...", , Topic: North, , , , , , ,,,,,,
2, Etymological Dictionary Ed. 2," Jan 21, 2017"," Kitchin, G. W., Tr."," Book Source: Digital Library of India Item 2015.43248 dc.contributor.author: Brachet, A. dc.contributor.author: Kitchin, G. W., Tr. dc.date.accessioned: 2015-06-26T05:56:01Z dc.date.available: 2015-06-26T05:56:01Z dc.date.digitalpublicationdate: 2006-06-05 dc.date.citation: 1878 dc.identifier.barcode: 4990010221892 dc.identifier.origpath: /data3/upload/0076/123 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/43248 dc.description.scanningcentre: C-DAK, Kolkata...", , Topic: C-DAK, , , , , , ,,,,,,
4, Chambers Dictionary Of Scientists," Jan 25, 2017"," Howard, A. V."," Book Source: Digital Library of India Item 2015.135848 dc.contributor.author: Howard, A. V. dc.date.accessioned: 2015-07-03T18:19:47Z dc.date.available: 2015-07-03T18:19:47Z dc.date.digitalpublicationdate: 2012-09-05 dc.date.citation: 1949 dc.identifier.barcode: 99999990333159 dc.identifier.origpath: /data14/upload/0023/989 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/135848 dc.description.scanningcentre: North Eastern States Libraries dc.description.main:...", , Topic: North, , , , , , ,,,,,,
"1,944", New Catholic Dictionary," Apr 23, 2006", Saint Joseph Software, Audio version of the articles from the 1910 New Catholic Dictionary.,  ( 1 reviews )," Topics: religion, reference, Catholicism",,,,,, ,,,,,,
"7,074", Dictionary of Inventions & Discoveries," Nov 1, 2011", E.F. Carter, E.F. Carter Dictionary of Inventions & Discoveries Frederick Muller 1966 Acrobat 7 Pdf 14.8 Mb. Scanned by artmisa using Canon DR2580C + flatbed option, ," Topics: Scientific Dictionary, Reference, A-Z", , , , , , ,,,,,,
0, Comprehensive Sanskrit Dictionary," Jan 22, 2017"," Tarakavachaspati, Taranatha, Comp."," Book Source: Digital Library of India Item 2015.345153 dc.contributor.author: Tarakavachaspati, Taranatha, Comp. dc.date.accessioned: 2015-08-12T21:33:48Z dc.date.available: 2015-08-12T21:33:48Z dc.date.digitalpublicationdate: 2006/06/19 dc.date.citation: 1766 dc.identifier.barcode: 04990010208989 dc.identifier.origpath: /data3/upload/0063/141 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/345153 dc.description.scannerno: OS 5000...", , Topic: C-DAK, , , , , , ,,,,,,
3, A Comprehensive Sanskrit Dictionary," Jan 18, 2017"," Tarakavachaspati, Taranatha, Comp."," Book Source: Digital Library of India Item 2015.345264 dc.contributor.author: Tarakavachaspati, Taranatha, Comp. dc.date.accessioned: 2015-08-12T21:34:18Z dc.date.available: 2015-08-12T21:34:18Z dc.date.digitalpublicationdate: 2006/06/19 dc.date.citation: 1878 dc.identifier.barcode: 04990010208990 dc.identifier.origpath: /data3/upload/0063/142 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/345264 dc.description.scannerno: OS 5000...", , Topic: C-DAK, , , , , , ,,,,,,
2, A Comprehensive Sanskrit Dictionary," Jan 18, 2017"," Tarakavachaspati, Taranatha, Comp."," Book Source: Digital Library of India Item 2015.345486 dc.contributor.author: Tarakavachaspati, Taranatha, Comp. dc.date.accessioned: 2015-08-12T21:35:13Z dc.date.available: 2015-08-12T21:35:13Z dc.date.digitalpublicationdate: 2006/06/19 dc.date.citation: 1873 dc.identifier.barcode: 04990010208992 dc.identifier.origpath: /data3/upload/0063/144 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/345486 dc.description.scannerno: OS 5000...", , Topic: C-DAK, , , , , , ,,,,,,
3, A Comprehensive Sanskrit Dictionary," Jan 22, 2017"," Tarakavachaspati, Taranatha, Comp."," Book Source: Digital Library of India Item 2015.345375 dc.contributor.author: Tarakavachaspati, Taranatha, Comp. dc.date.accessioned: 2015-08-12T21:34:48Z dc.date.available: 2015-08-12T21:34:48Z dc.date.digitalpublicationdate: 2006/06/19 dc.date.citation: 1873 dc.identifier.barcode: 04990010208991 dc.identifier.origpath: /data3/upload/0063/143 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/345375 dc.description.scannerno: OS 5000...", , Topic: C-DAK, , , , , , ,,,,,,
95, American Abbreviations Dictionary," Oct 26, 2004", http://www.beiks.com," This program contains more than 1,500 abbreviations, plus their descriptions. This is a simple reference program that includes abbreviations in modern American language, as well as their meanings. Take a look at Net Abbreviations - another free dictionary for Palm(tm) handhelds, courtesy of Don McIlrath.", ," Topics: palm pilot, palm pilot software, palm pilot downloads, palm, palm os, downloads, palm downloads", , , , , , ,,,,,,
"1,216", Collins Cobuild English Dictionary," Oct 25, 2004", http://www.tomtom.com," Collins Dictionaries are widely acclaimed for their excellence and their continuing innovation. Collins Cobuild sets the highest standards with their modern English dictionary. This complete and powerful interactive 2,500,000-word resource is the ultimate electronic reference guide, helping you to find the most up-to-date words and meanings quickly and easily. It also sets the highest standards in presentation and layout.", ," Topics: palm pilot, palm pilot software, palm pilot downloads, palm, palm os, downloads, palm downloads", , , , , , ,,,,,,
721, Word Stone Dictionary," Nov 8, 2004", http://www.softcomplete.com," This electronic dictionary helps you translate in European languages. It contains more then 30 bi-directional lexicons and supports 10 languages. Approximate searches allow you to reference materials even if you do not know the exact spelling. Supported languages are English, French, German, Portuguese, Spanish, Dutch, Italian, Russian, Czech, Norwegian, Greek, Finnish, Swedish, Hungarian, Bulgarian and Ukrainian.", ," Topics: Word Stone Dictionary, Business, Education and reference, Language tools, Word Stone Dictionary", , , , , , ,,,,,,
769, Webster's Unabridged Dictionary," Jun 29, 2011"," Webster, Noah, 1758-1843"," Book from Project Gutenberg: Webster's Unabridged Dictionary Library of Congress Classifications: AG, PE Note: 1st 100 Pages",, Topic: Reference Source: http://www.gutenberg.org/ebooks/247, , , , , , ,,,,,,
7, Dictionary Of National Biography," Jan 23, 2017", Not Available," Book Source: Digital Library of India Item 2015.43581 dc.contributor.author: Not Available dc.date.accessioned: 2015-06-26T06:23:39Z dc.date.available: 2015-06-26T06:23:39Z dc.date.digitalpublicationdate: 2006-03-30 dc.date.citation: 1904 dc.identifier.barcode: 4990010222385 dc.identifier.origpath: /data3/upload/0076/616 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/43581 dc.description.scanningcentre: C-DAK, Kolkata dc.description.main: 1...", , Topic: C-DAK, , , , , , ,,,,,,
0," Dictionary, English And Sindhi"," Jan 20, 2017"," Stack, George"," Book Source: Digital Library of India Item 2015.500874 dc.contributor.author: Stack, George dc.date.accessioned: 2015-09-26T01:59:35Z dc.date.available: 2015-09-26T01:59:35Z dc.date.digitalpublicationdate: 2007/03/07 dc.date.citation: 1849 dc.identifier.barcode: 04990010250956 dc.identifier.origpath: /data4/upload/0103/760 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/500874 dc.description: Includes Sindhi dc.description.scannerno: ASIATIC_02...", , Topic: C-DAK, , , , , , ,,,,,,
0, Political Dictionary Vol. 2," Jan 20, 2017", Not Available," Book Source: Digital Library of India Item 2015.180855 dc.contributor.author: Not Available dc.date.accessioned: 2015-07-07T13:57:31Z dc.date.available: 2015-07-07T13:57:31Z dc.date.digitalpublicationdate: 2006-12-12 dc.identifier.barcode: 4990010104203 dc.identifier.origpath: /rawdataupload/upload/0104/205 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/180855 dc.description.scanningcentre: C-DAK, Kolkata dc.description.main: 1 dc.description.tagged: 0...", , Topic: C-DAK, , , , , , ,,,,,,
73, AW Drug Reference," Oct 25, 2004", http://www.absoluteword.com," This drug reference dictionary provides 750 drug uses, food interactions and other drug interactions. It provides a resident mode, Handspring FlashModule support, adjustable fonts and interface layout, and searching capabilities.", ," Topics: palm pilot, palm pilot software, palm pilot downloads, palm, palm os, downloads, palm downloads", , , , , , ,,,,,,
3, A Comprehensive Sanskrit Dictionary," Jan 22, 2017"," Tarakavachaspati, Taranatha, Comp."," Book Source: Digital Library of India Item 2015.345597 dc.contributor.author: Tarakavachaspati, Taranatha, Comp. dc.date.accessioned: 2015-08-12T21:35:37Z dc.date.available: 2015-08-12T21:35:37Z dc.date.digitalpublicationdate: 2006/06/19 dc.date.citation: 1766 dc.identifier.barcode: 04990010208993 dc.identifier.origpath: /data3/upload/0063/145 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/345597 dc.description.scannerno: OS 5000...", , Topic: C-DAK, , , , , , ,,,,,,
"5,306", CFTA: Cosmetic Ingredient Dictionary," May 26, 2012"," Cosmetic, Toiletry, and Fragrance Association"," BY ORDER OF THE EXECUTIVE DIRECTOR Office of the Federal Register Washington, D.C. By Authority of the Code of Federal Regulations: 21 CFR 701.3(c)(2)(i) Name of Legally Binding Document: CFTA: Cosmetic Ingredient Dictionary Name of Standards Organization: Cosmetic, Toiletry, and Fragrance Association LEGALLY BINDING DOCUMENT This document has been duly INCORPORATED BY REFERENCE into federal regulations and shall be considered legally binding upon all citizens and residents of the United States...", ," Topics: federalregister.gov, public.resource.org", , , , , , ,,,,,,
490, Historical Dictionary of Homosexuality," Apr 21, 2014", Brent L. Pickett," The history of sexuality is central to social history, the history of ideas, the realization or repression of human rights, and other areas of focus. This is also true about those who have had, or do have, what could be called minority sexualities. Same-sex attraction has generally been a minority sexuality; it has been the object of tremendous repression and vociferous complaint but also one of praise by talented poets and philosophers. The Historical Dictionary of Homosexuality provides a...", , Topic: History, , , , , , ,,,,,,
194, Top Dictionary 2003," Nov 7, 2004", http://phristov.4mg.com/prod04.htm," This dictionary utility includes a personalized dictionary to look up any word or phrase in your database. It also offers a table editor to add, delete or edit words, phrases or definitions, and a translator to translate words or phrases to or from another foreign language using one main or multiple personalized dictionaries. Each of the three programs works independently or seamlessly together.", ," Topics: Top Dictionary 2003, Business, Education and reference, Dictionaries, top dictionary, topdictionary", , , , , , ,,,,,,
4, Haydns Dictionary Of Dates," Jan 17, 2017"," Haydn, Joseph, Comp."," Book Source: Digital Library of India Item 2015.43019 dc.contributor.author: Vincent, Benjamin dc.contributor.author: Haydn, Joseph, Comp. dc.date.accessioned: 2015-06-26T05:35:17Z dc.date.available: 2015-06-26T05:35:17Z dc.date.digitalpublicationdate: 2005-07-04 dc.date.citation: 1906 dc.identifier.barcode: 4990010221358 dc.identifier.origpath: /data3/upload/0075/589 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/43019 dc.description.scanningcentre: C-DAK,...", , Topic: C-DAK, , , , , , ,,,,,,
6, Dictionary Of Terms," Jan 23, 2017"," Weale, John"," Book Source: Digital Library of India Item 2015.536104 dc.contributor.author: Weale, John dc.date.accessioned: 2015-10-08T12:42:34Z dc.date.available: 2015-10-08T12:42:34Z dc.date.digitalpublicationdate: 3/31/2010 dc.date.citation: 1891 dc.identifier.barcode: 99999990075116 dc.identifier.origpath: /data10/data51/upload/0019/039 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/536104 dc.description.scanningcentre: IGNCA, Delhi dc.description.main: 1...", , Topic: IGNCA, , , , , , ,,,,,,
"1,209", Spanish-English Picture Dictionary," Nov 18, 2013", ," Developed by J. D. Alexander, this picture dictionary provides a quick reference and communication tool for teachers greeting immigrant children who speak little English. Each page includes a clear photograph or illustration captioned in both English and Spanish. Terms are selected to meet the immediate needs of the classroom, and are divided into sections: classroom objects, places in the school, parts of the body, feelings, family, and common verbs needed in school (such as read, listen, line...", ," Topics: Spanish, Health -- Dictionaries -- English language, Health -- Dictionaries -- Spanish langugage,...", , , , , , ,,,,,,
0, The Oriental Biographical Dictionary," Jan 17, 2017"," Beale, Thomas William"," Book Source: Digital Library of India Item 2015.41097 dc.contributor.author: Beale, Thomas William dc.contributor.other: Keene, Henry George dc.date.accessioned: 2015-06-26T02:30:03Z dc.date.available: 2015-06-26T02:30:03Z dc.date.digitalpublicationdate: 2006-06-28 dc.date.citation: 1881 dc.identifier.barcode: 4990010217878 dc.identifier.origpath: /data3/upload/0072/030 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/41097 dc.description.scanningcentre: C-DAK,...", , Topic: C-DAK, , , , , , ,,,,,,
132, AimingClick Online Reference Tool," Nov 7, 2004", http://www.aimingtech.com/aimingclick/home.htm," Provides online references, translations and descriptions for words you highlight in any Windows application. AimingClick is a reference book, dictionary, encyclopedia, Web search engine and other information sources in one software tool. Sources can be queried by one or two mouse clicks, without typing a search query.", ," Topics: AimingClick Online Reference Tool, Internet, Web browsers and tools, Searchbots, AimingClick", , , , , , ,,,,,,
"63,502", The Foolish Dictionary," Jan 5, 2007", Gideon Wurdz,"""The Foolish Dictionary"" was written by ""Gideon Wurdz"" (the pen name for Charles Wayland Towne, according to this wiktionary entry ,) and was published in 1904. According to the beginning of the book, it is ""An exhausting work of reference to un-certain English words, their origin, meaning, legitimate and illegitimate use..."" This a a short but amusing dictionary which ""redefines"" words in some interesting ways. Funny and sometimes bizarre observations...",," Topics: librivox, audiobook, fiction, humor Source: Librivox recording of a public-domain text",,,,, ,, , , , , , 
514, French-English Dictionary," Nov 4, 2004", http://www.ultralingua.com," Ultra Lingua French-English Dictionary includes nearly 250,000 indexed items and more than 100,000 translations. A valuable tool for the world traveler. Features include: Nearly 250,000 indexed items, including over a 100,000 translations, and tens of thousands of secondary entries. Indications of literary, slang, and vulgar usage, and indications for usage (including synonyms, accompanying prepositions, general categories, and more). Thousands of technical terms. The addition of grammatical...", , Topic: macintosh, , , , , , ,,,,,,
20," A dictionary of dates relating to all ages and nations : for universal reference ; comprehending remarkable occurrences, ancient and modern ..."," Apr 26, 2016"," Haydn, Joseph, 1786 or 7-1856; Vincent, Benjamin, 1818-1899", Half-title: A dictionary of dates for universal reference, ," Topics: History, Chronology, Historical", , , , , , ,,,,,,
428, Handy Dictionary Of Poetical Quotations," Mar 18, 2013", , Look up phrases and quotes in this reference source dictionary. Suggested Level: ALL, ," Topics: REF, Quotations Dictionary, Dictionary", , , , , , ,,,,,,
"1,434", Mental Health and Psychology Dictionary," Jun 21, 2011", Sam Vaknin, Mental Health and Psychology Dictionary Entries written by Sam Vaknin for the X-Term Medical Dictionary,  ( 1 reviews )," Topics: Reference, Psychology, Psychiatry, dictionary, mental health, mental illness",,,,,,,,,,,,
38," Dictionary of dates, and universal reference. With"," Jan 6, 2015", Joseph Timothy Haydn, , , Topic: bub_upload Source: http://books.google.com/books?id=RiQIAAAAQAAJ&hl=&source=gbs_api, , , , , , ,,,,,,
772," Dictionary of dates, and universal reference"," Jan 28, 2008", Joseph Timothy Haydn, Book digitized by Google from the library of Oxford University and uploaded to the Internet Archive by user tpb., , Source: http://books.google.com/books?id=eo3bC8OL_CIC&oe=UTF-8, , , , , , ,,,,,,
"1,634"," Dictionary of dates, and universal reference"," Aug 2, 2008", Joseph Timothy Haydn, Book digitized by Google from the library of Oxford University and uploaded to the Internet Archive by user tpb., , Source: http://books.google.com/books?id=0xoEAAAAQAAJ&oe=UTF-8, , , , , , ,,,,,,
360, Heath's German and English dictionary," May 21, 2009"," Breul, Karl, 1860-1932; Weir, Elizabeth. cn"," First edition compiled by Miss Elizabeth Weir, and published in 1888", ," Topics: German language, English language", , , , , , ,,,,,,
281, Mindscape Complete Reference Library [v3.5.0]," Jul 1, 2015", Mindscape," Windows 3.1/95 CD-ROM providing a customized multimedia interface to the contents of various reference books (dictionary, thesaurus, almanac, famous quotations, etc.)", ," Topics: Windows 3.1 CD-ROM, Windows 95 CD-ROM, Multimedia CD-ROM", , , , , , ,,,,,,
