7, DTIC ADA046627: RITA Reference Manual," Jan 5, 2017", Defense Technical Information Center," A detailed reference manual for the RITA system, a set of computer programs which enable a user to develop user agents to perform such tasks as providing a simple interface to remote data systems. The system makes available a language for writing rules describing those agents behavior and an operating environment in which the rules are interpreted. It also provides some heuristic modeling capability. The report describes the RITA concepts, keywords, and commands. A complete syntax chart for the..."," Topics: DTIC Archive, Anderson, R H, RAND CORP SANTA MONICA CA, *COMPUTER PROGRAMS, *DATA PROCESSING..."
14, ERIC ED269761: A Transition from Speaking to Writing: Small-Group Writing Conferences.," Dec 31, 2014", ERIC," A study analyzed the interaction of one freshman composition teacher and four students who met for a series of six conferences during a freshman composition course. The conferences, which were taped and transcribed, provide evidence of the benefits of the conference method of teaching composition. Analysis of the data included identifying the processes of small group interaction, noting parallels between the group process and the writing process, and formulating an audience acquisition model..."," Topics: ERIC Archive, College Freshmen, Communication Skills, Group Dynamics, Higher Education, Speech..."
11, ERIC ED443122: The Ninth-Grade Proficiency Test in Writing: A Resource Manual for Teachers of Writing.," Jan 4, 2016", ERIC," This revised manual aims to assist Ohio teachers in preparing their students for success in the Ohio Grade 9 Proficiency Test in Writing. Noting that the original writing resource manual shared sample papers based on the expository practice test prompt, the revised manual states that since that manual's publication, teachers have asked for additional sample papers based on the narrative and descriptive modes. The revised manual includes assistance with all three modes of writing: narrative,..."," Topics: ERIC Archive, Achievement Tests, Grade 9, Holistic Approach, Junior High Schools, Student Writing..."
15, ERIC ED296648: Teaching Writing in the Content Areas: College Level.," Dec 23, 2014", ERIC,"College instructors concerned about student writing quality are provided with information on writing in the content areas and writing across the curriculum. Following an overview of writing in the content area, the chapters focus on writing and learning--""workaday"" writing (personalizing knowledge through writing, forms of workaday writing, other workaday forms, and workaday writing and inquiry learning); writing projects in the disciplines (assignment making and the writing process..."," Topics: ERIC Archive, Academic Achievement, Assignments, College Faculty, College Instruction, College…"
26, ERIC ED228089: Contemporary Issues in Science. Writing Manual.," Jan 18, 2015", ERIC," This writing manual, designed for use in the Contemporary Issues in Science Program (CIIS), provides hints, recommendations, and techniques for writing papers, using reference works. Procedures and activities are presented to help students choose a topic, limit the topic, start a preliminary bibliography, locate references, gather notes, and use footnotes to document sources. Additional activities and information are provided related to writing style, revision and proofreading, and paper..."," Topics: ERIC Archive, Citations (References), Documentation, Environmental Education, Information Sources,..."
20, ERIC ED248764: Text Writing at an Undergraduate College.," Jan 9, 2015", ERIC," Strategies for writing a text are offered by a college professor on the basis of his own experience of writing a text on social psychology. Suggestions are given on creating an efficient office environment, researching the topic, and drafting the manuscript. One way to improve efficiency is to compress teaching into a few days, leaving the remaining days free. Some textbook publishers will pay the college to free the faculty member to write. Word processing is beneficial when producing many..."," Topics: ERIC Archive, Authors, Guidelines, Higher Education, Teacher Developed Materials, Textbook..."
19, ERIC ED384900: Teachers of Writing Must Write First.," Oct 13, 2014", ERIC," One of the greatest challenges regularly faced in the teaching of writing methods to preservice teachers is the students' lack of models for process writing. Students in methods courses most often come into the course with no experience with using process writing methods. Process writing is an approach that is very different from traditional writing instruction. In one particular methods course, the method used to introduce elementary education majors to the process writing approach was to..."," Topics: ERIC Archive, Cooperation, Elementary Education, Higher Education, Methods Courses, Peer Groups,..."
18, ERIC ED274964: Exploring the Dimensions of Purpose in College Writing.," Dec 27, 2014", ERIC," Focusing on purpose in the writing of college freshmen, a study examined the writing processes and how they related to the conceptions of purpose of four freshmen enrolled in a composition course at Indiana University. Discourse-based interviews were conducted before and after the students completed three tasks designed to vary their choice of audience, mode, and focus. Analysis revealed two tendencies that characterized how students viewed the purpose for their writing. Some students were..."," Topics: ERIC Archive, Behavior Patterns, Case Studies, College English, College Freshmen, Discourse..."
24, ERIC ED557724: Writing II for 2nd Year EFL Student Teachers," Apr 17, 2016", ERIC," Writing is a very important skill that should be mastered properly by university students, especially pre-service language teachers (e.g. EFL student teachers). In order to present their ideas efficiently in the context of their academic study, they have to be trained well on how to write meaningful pieces (e.g. essays, academic reports, summaries, critical reviews, etc.). Moreover, writing is an important skill that prospective English language teachers need to develop during their pre-service..."," Topics: ERIC Archive, English (Second Language), Language Teachers, Writing Instruction, Student Teachers,..."
14, ERIC ED322526: Using Peace Studies To Understand Writing Conferences.," Nov 19, 2014", ERIC,"John Reiff's conceptual framework regarding conflicting views of peace provides insight into interpersonal communication which can be successfully applied to conflicts in writing conferences and has already been used at the Colorado College Writing Center. First, a tutor or writer using the ""Peace through Strength"" frame of reference might see interaction as a competition over authority, in which the goal is to finish the paper his or her way by forcing the other side to relent. In..."," Topics: ERIC Archive, Conflict Resolution, Higher Education, Interpersonal Communication, Models, Writing…"
20, ERIC ED351585: Reading/Writing Survival Skills for Hospital Staff.," Oct 28, 2014", ERIC," This document offers materials for a 16-hour course on reading and writing tasks performed by front-line hospital supervisors who have a high school education. The course was part of a workplace literacy project developed by Mercer County Community College (New Jersey) and its partners. The document begins with an explanation of the project, a rationale for the course, and a course outline that includes objectives, a topical outline, and a textbook reference. Next come materials for two modules..."," Topics: ERIC Archive, Adult Education, Adult Literacy, Adult Reading Programs, Basic Skills, Business..."
34, ERIC ED388880: Writing Competency-Based Frameworks. A Workbook for Teachers.," Oct 15, 2014", ERIC," This workbook, which is intended for secondary and postsecondary occupational instructors in Virginia who are writing competency-based curricula, explains the process of transforming an occupational task list into a curriculum framework that takes the form of a task analysis. The following topics are covered: developing the instructional task, understanding the task analysis format, organizing by duty area, constructing the task statement, selecting a verb, developing the performance objective,..."," Topics: ERIC Archive, Behavioral Objectives, Competency Based Education, Curriculum Development, Inservice..."
32, ERIC ED249514: A Guide to Teaching Research and Report Writing.," Jan 9, 2015", ERIC," Using a sequential approach, this booklet identifies a number of research skills students need to become independent in gathering and presenting information. The booklet begins with a brief description of the sequential development of research skills it recommends, a bar graph representation of the skills used as a curriculum planner, and a preface that offers an overview of skills to be taught at the elementary, middle school/junior high, and high school levels. It next presents descriptions..."," Topics: ERIC Archive, Content Area Writing, Elementary Secondary Education, Learning Activities, Library..."
75, ERIC ED453552: An Emergentist Model for Writing in Mathematics.," Jan 9, 2016", ERIC," In spite of the widespread implementation of Writing Across the Curriculum (WAC), there remains little concrete evidence of the writing-thinking connection. This paper proposes a new research method that tracks students' performance and production at a deeper level of specificity than that in previous investigations of this relationship, e.g., in process studies. The method involves comparative text analyses of students' drafts along key conceptual dimensions as measured through their..."," Topics: ERIC Archive, College Freshmen, Comparative Analysis, Content Area Writing, Discourse Analysis,..."
34, ERIC ED029010: A Spelling/Writing Project Becomes an English Program.," Dec 4, 2015", ERIC," An experimental program was initiated into the Glenview (Illinois) Public Schools in 1964 to help elementary students learn to spell correctly and to write fluently. The spelling approach was based on the assumptions that students learn correct spelling best from a word list, that an initial test identifies normally misspelled words, and that students should master first the spelling of words used most frequently in their writing. A list of words to be taught was prepared from the written..."," Topics: ERIC Archive, Elementary Education, English Curriculum, English Instruction, Language Skills,..."
13, ERIC ED295947: Reference Group Summaries: October 1987.," Dec 23, 2014", ERIC," This report provides a statistical summary for data included in the October 1987 Comprehensive Assessment Reports and of the results of the spring 1987 administration of the Pupil Evaluation Program (PEP) tests for New York State. The data for the 1986-87 school year in this report will enable school administrators to compare test results for their schools and/or school districts with those of various reference groups in New York State. For each test and reference group, the tabulated..."," Topics: ERIC Archive, Academic Achievement, Achievement Tests, Basic Business Education, Elementary..."
11, ERIC ED434528: Using Rater Comments in Large-Scale Writing Assessment.," Dec 31, 2015", ERIC," The paper describes the system of rater comments used in an American College Testing (ACT) Program English language test designed for use with Japanese secondary school students learning English as a foreign language. The writing portion of the test consists of two short essays, each scored by two native speakers of North American English, using a six-point rubric. In addition to giving the essay points, the first reader of each essay may select four comments from a standardized list concerning..."," Topics: ERIC Archive, English (Second Language), Evaluation Criteria, Evaluation Methods, Foreign..."
11," ERIC ED460391: Academic Writing: Performance Package, Minnesota Profile of Learning."," Jan 11, 2016", ERIC," Developed by classroom teachers during the development phase of Minnesota's Graduation Standards, this performance package is made up of locally designed assignments that, taken together, show whether a student has learned and can apply the knowledge and skills related to writing in the English language for a variety of academic purposes and situations. It begins with reference to the particular content standard addressed in the package, the educational level of the package (high school), and a..."," Topics: ERIC Archive, Academic Discourse, Academic Standards, Class Activities, Cooperative Learning, Film..."
31," ERIC ED068966: Writing for the Reader, Journalism, English: 5113.65."," Nov 1, 2015", ERIC," A journalism writing course which trains students in techniques of newsgathering and reporting, emphasizing objectivity, accuracy, clarity, and journalistic style, is described. The objectives of the course include: (1) recognition of nonverbal cues transmitted by a speaker; (2) description of conveyed meanings of emotive language in news articles from different newspapers treating the same subject; (3) differentiation of statements of fact and opinion; (4) analysis of selected aspects of news..."," Topics: ERIC Archive, Curriculum Guides, High School Students, Journalism, Journalism Education, Language..."
474, TRAQ Reference Manual from DSP Technology," Jun 26, 2011", ," TRAQ Reference Manual from DSP Technology, Inc. From DSP Technology, 48500 Kato Road Fremont, CA 94566. Section 1: TRAQ System - System Description, TRAQ Controllers, TRAQ Memories, Analog-to-Digital Converters, Digital-to-Digital Converts, Typical TRAQ Configurations, TRAQ Current and Power Requirements, TRAQ Installation, System Interconnections, Section 2: 4012 and 4032 TRAQ Controllers - General Description, Model 4012P and Model 4032P, Model 4012 and 4032 Differences, System Diagnostics,..."," Topics: traq, data, dsp, memory, controller, technology, module, channel, manual, reference, dsp..."
216, Writing Testbenches: Functional Verification of HDL Models [electronic resource]," Dec 30, 2015"," Bergeron, Janick", Writing Testbenches: Functional Verification of HDL Models Author: Janick Bergeron Published by Springer US ISBN: 978-1-4613-5012-5 DOI: 10.1007/978-1-4615-0302-6 Table of Contents: What is Verification? Verification Tools The Verification Plan High-Level Modeling Stimulus and Response Architecting Testbenches Simulation Management," Topics: Engineering, Computer hardware, Computer-aided design, Computer engineering, Systems engineering"
