Metal,by irishais, reviews,"He wore decidedly too much metal. Drabble, Arashicentric.","Paradise Kiss - Rated: K - English - Chapters: 1 - Words: 242 - Reviews: 5 - Favs: 2 - Published: Nov 29, 2006 - Complete"
Metal Sonic,by Darkness78, reviews,A Lento poem about the actions of Metal Sonic.,"Sonic the Hedgehog - Rated: K - English - Poetry - Chapters: 1 - Words: 111 - Reviews: 4 - Favs: 3 - Published: Aug 25, 2011 - Metal Sonic - Complete"
The Giant Metal Head,by VampMewCressa, reviews,A Story about a giant metal head with only dialogue.,"Fullmetal Alchemist - Rated: K - English - Humor - Chapters: 1 - Words: 109 - Published: Jan 28, 2013"
The Chronicles of lee and tenten and their metaled heir,by Mohamad Al-Qudah, reviews,The Chronicles of lee and tenten and their metaled heir,"Naruto - Rated: K - English - Chapters: 1 - Words: 3,736 - Reviews: 1 - Published: Sep 26, 2015"
Metal Gear Gas,by Alfa Ishida, reviews,"A rewrited Metal Gear Solid, have fun!","Metal Gear - Rated: K - English - Chapters: 4 - Words: 9,580 - Reviews: 8 - Favs: 3 - Follows: 1 - Updated: Nov 15, 2003 - Published: Feb 15, 2002"
Metal Bey City,by Average Human, reviews,Gingka's first day in Metal Bey City,"Metal Fight Beyblade/??????? ?????? - Rated: K - English - Chapters: 1 - Words: 1,303 - Reviews: 1 - Favs: 3 - Follows: 2 - Published: Oct 9, 2014 - Ginga H., Kenta - Complete"
Beyblade Metal Master (remake),by Fire Flaming Fox, reviews,a remake of Beyblade Metal Master,"Metal Fight Beyblade/??????? ?????? - Rated: T - English - Friendship/Humor - Chapters: 1 - Words: 666 - Reviews: 2 - Favs: 1 - Published: Dec 27, 2014 - Kyouya T., Ginga H."
the metal man,by our dancing days, reviews,The metal man forgot that his heart couldn't beat. / freeverse.,"Sherlock - Rated: K+ - English - Romance/Mystery - Chapters: 1 - Words: 600 - Reviews: 7 - Favs: 28 - Follows: 2 - Published: Sep 24, 2012 - [Sherlock H., John W.] J. Moriarty, Irene A. - Complete"
Fineness,by DegenerateStar , reviews,Is the ratio by weight of the primary metal to any added base metals or impurities.,"Person of Interest - Rated: K - English - Humor - Chapters: 1 - Words: 446 - Reviews: 19 - Favs: 6 - Follows: 4 - Published: May 14, 2015 - J. Reese, Detective Carter - Complete"
Daylight,by chimingofthebells, reviews,Blood. Screams. The sound of metal on metal. Rust. Then silence.,"Merlin - Rated: K+ - English - Romance/Hurt/Comfort - Chapters: 1 - Words: 572 - Reviews: 8 - Favs: 27 - Follows: 5 - Published: Sep 22, 2013 - Merlin, Arthur - Complete"
Metal,by GiveMeMoreShips, reviews,Noiz has an issue with the officer and metal detector. Slight OOCNESS and swearing.,"DRAMAtical Murder/??????? ???? - Rated: K+ - English - Humor - Chapters: 1 - Words: 517 - Reviews: 4 - Favs: 19 - Follows: 2 - Published: Jan 24, 2015 - Aoba, Noiz - Complete"
Full Metal Wizard,by Plotmaster, reviews,Crossover with Full Metal Alchemist. R-rating to be safe.,"Crossover - Harry Potter & Fullmetal Alchemist - Rated: M - English - Adventure - Chapters: 2 - Words: 5,860 - Reviews: 80 - Favs: 63 - Follows: 116 - Updated: Mar 13, 2008 - Published: Aug 6, 2004 - Harry P."
Metal The Last Chapter,by Ian Potto, reviews,A SegaSonic series. Latest addtion: Metal Sky,"Sonic the Hedgehog - Rated: K+ - English - Adventure - Chapters: 4 - Words: 45,225 - Reviews: 9 - Favs: 4 - Follows: 1 - Updated: Jan 14, 2003 - Published: Jun 6, 2002"
Metal gear awesome 1,by Metalgearawesome2, reviews,GAH!,"Metal Gear - Rated: M - English - Humor/Parody - Chapters: 1 - Words: 590 - Reviews: 6 - Favs: 1 - Published: Nov 10, 2010 - S. Snake - Complete"
Shakkoumon the metal warrior,by Peter1, reviews,Find out,"Digimon - Rated: K - English - Chapters: 1 - Words: 235 - Reviews: 1 - Published: Dec 2, 2000"
Metal Fight,by SnorlaxWalrusAlchemist, reviews,My first poem.,"Metal Fight Beyblade/??????? ?????? - Rated: K - English - Suspense - Chapters: 1 - Words: 195 - Reviews: 3 - Favs: 3 - Published: Apr 2, 2011 - Ginga H."
Full metal oneshot,by Loveless8000, reviews,read the & title!,"Fullmetal Alchemist - Rated: M - English - Chapters: 1 - Words: 304 - Reviews: 2 - Favs: 1 - Published: Dec 10, 2007 - Edward E., Winry R. - Complete"
chains,by perfidious penultimate, reviews,chains are not always made of metal.,"Psych - Rated: K+ - English - Angst/Poetry - Chapters: 1 - Words: 69 - Reviews: 1 - Favs: 3 - Follows: 1 - Published: Nov 15, 2014 - Shawn S. - Complete"
Sonic and Tails: Metal Trouble,by BigHunterxHunterfan, reviews,DISCONTINUED,"Sonic the Hedgehog - Rated: T - English - Adventure/Hurt/Comfort - Chapters: 7 - Words: 6,364 - Reviews: 23 - Favs: 10 - Follows: 8 - Updated: Jun 15, 2015 - Published: Sep 9, 2013 - Sonic, Tails"
Metal and Flame 2,by clarch, reviews,Summary inside,"Fullmetal Alchemist - Rated: M - English - Romance/Drama - Chapters: 1 - Words: 2,769 - Reviews: 2 - Favs: 8 - Follows: 1 - Published: Jun 18, 2013 - Edward E., Roy M. - Complete"
Heartless Metal?,by Xanth.EXE, reviews,"Metal Sonic kills Sonic and Amy searches for new love, but Metal Sonic falls for her. metalSonicxAmy","Sonic the Hedgehog - Rated: T - English - Romance/Adventure - Chapters: 1 - Words: 654 - Reviews: 19 - Favs: 7 - Follows: 7 - Published: May 26, 2006 - Metal Sonic, Amy"
Metal Gear,by Clag, reviews,A metal Gear poem that tells about metal gear and what what the games is about,"Metal Gear - Rated: K - English - Chapters: 1 - Words: 278 - Reviews: 4 - Favs: 1 - Published: Mar 9, 2002"
Metal Fight Beyblade: Metal Warriors,by LunarStarEclipse, reviews,"DISCONTINUED! Check out the rewrite, Beyblade Metal Warriors","Metal Fight Beyblade/??????? ?????? - Rated: T - English - Romance/Adventure - Chapters: 18 - Words: 36,774 - Reviews: 20 - Favs: 11 - Follows: 9 - Updated: Jul 18, 2014 - Published: Nov 11, 2012"
Encounters with Metal,by Requiem of the Nobodys, reviews,"A series of Metal Sonic one shots, sometimes from Metals point of view, sometimes from others as they fight him.","Sonic the Hedgehog - Rated: K+ - English - Chapters: 1 - Words: 566 - Reviews: 2 - Favs: 3 - Follows: 2 - Published: Nov 7, 2010 - Metal Sonic"
Metal Gear: The Concluding Chapters,by Tofer v1.0, reviews,"The conclusion of the Metal Gear Saga, the beginning of the end to the final moments. Metal Gear may end, but the legacy must be passed on.","Metal Gear - Rated: T - English - Adventure/Drama - Chapters: 2 - Words: 1,892 - Reviews: 11 - Favs: 2 - Updated: Feb 11, 2004 - Published: Dec 16, 2003"
A Metallic Taste III,by Lili Blue, reviews,"Follow-up to ""A Metallic taste I"" & ""II"". Last and final part in the ""Metallic taste"" series. Mulder has now on his conscience the","X-Files - Rated: M - English - Drama - Chapters: 1 - Words: 10,643 - Reviews: 2 - Favs: 1 - Follows: 1 - Published: Mar 22, 2000"
Full Metal Gear Alchemest,by Lepchin17,,A crossover between Metal Gear and Full Metal Alchemest. Rated M for Language and Adult Situations. Please R&R!,"Fullmetal Alchemist - Rated: M - English - Humor/Adventure - Chapters: 1 - Words: 1,331 - Favs: 1 - Follows: 1 - Published: Feb 24, 2007"
Naruto of the Metal Gears,by tank1298, reviews,What if a five-year old Naruto finds something long forgotten- Metal Gear Arsenal. Metal Gear xover NaruHaren,"Naruto - Rated: M - English - Adventure - Chapters: 2 - Words: 3,563 - Reviews: 8 - Favs: 26 - Follows: 32 - Updated: Dec 24, 2012 - Published: Mar 30, 2012 - Naruto U., Hinata H."
Metal,by andycandy, reviews,A coin trick. Caramon/Raistlin. SLASH.,"Dragonlance - Rated: K+ - English - Angst - Chapters: 1 - Words: 258 - Reviews: 6 - Favs: 2 - Published: May 25, 2002"
The Reunion,by HiTecVirus, reviews,Twisted Metal people reunite and go NUTS!!!!!!!,"Twisted Metal - Rated: T - English - Humor - Chapters: 1 - Words: 346 - Reviews: 11 - Favs: 4 - Published: May 26, 2002"
Precious Metals,by Ari Rue, reviews,A Poem about Selena and Dilandau.,"Escaflowne - Rated: K - English - Chapters: 1 - Words: 63 - Reviews: 5 - Favs: 1 - Published: Sep 22, 2003 - Dilandau A., Cerene S."
Underwater Blues,by Neemers, reviews,It's not easy being the metal-man.,"X-Men: Evolution - Rated: K+ - English - Chapters: 1 - Words: 556 - Reviews: 4 - Published: Nov 3, 2003"
Metallic ,by apocalipticoblivion , reviews,A Farfello fiction. There aren't enough in the world.,"Weiss Kreuz - Rated: T - English - Horror/Angst - Chapters: 1 - Words: 730 - Reviews: 4 - Published: Nov 25, 2003"
A poem about Full metal alchemist,by AnimeLuvx2, reviews,A poem by me,"Fullmetal Alchemist - Rated: K+ - English - Poetry - Chapters: 1 - Words: 317 - Reviews: 6 - Favs: 1 - Published: Nov 14, 2005 - Edward E., Alphonse E."
Full Metal Alchemist,by Mari Cari, reviews,Why is it so dark?,"Fullmetal Alchemist - Rated: T - English - Romance - Chapters: 1 - Words: 1,169 - Reviews: 7 - Favs: 9 - Follows: 7 - Published: Nov 5, 2005 - Edward E."
Metal Gear Liquid,by BoxOfScraps, reviews,"Cause It Melted, Dummy!","Metal Gear - Rated: T - English - Humor - Chapters: 1 - Words: 170 - Reviews: 4 - Favs: 3 - Published: Jun 30, 2010 - S. Snake - Complete"
