time=6979ms


BODY: left=0,top=0,right=1423,bottom=1759; DOM="[object HTMLBodyElement]"
TD: left=822,top=186,right=907,bottom=219; DOM="[object HTMLTableCellElement]"

A: left=822,top=186,right=907,bottom=219; DOM="http://www.ikea.com/ca/en/markethall/index.html?icid=iba%7Cca%7Cen_markethall_nav%7C201610170334281798_1"

SPAN: left=822,top=186,right=907,bottom=219; DOM="[object HTMLSpanElement]"

TD: left=907,top=186,right=954,bottom=219; DOM="[object HTMLTableCellElement]"

A: left=907,top=186,right=954,bottom=219; DOM="http://www.ikea.com/ca/en/ideas/?icid=itl%7Cca%7Cen_ideas_navbar%7C201608092024217846_1"

SPAN: left=907,top=186,right=954,bottom=219; DOM="[object HTMLSpanElement]"

TD: left=1115,top=186,right=1241,bottom=219; DOM="[object HTMLTableCellElement]"

A: left=1115,top=186,right=1241,bottom=219; DOM="javascript:;"

SPAN: left=1115,top=186,right=1241,bottom=219; DOM="[object HTMLSpanElement]"

SPAN: left=1124,top=195,right=1232,bottom=210; DOM="[object HTMLSpanElement]"

DIV: left=262,top=223,right=1160,bottom=1516; DOM="[object HTMLDivElement]"

DIV: left=262,top=247,right=463,bottom=11342; DOM="[object HTMLDivElement]"

SPAN: left=262,top=281,right=463,bottom=315; DOM="[object HTMLSpanElement]"

SPAN: left=272,top=320,right=462,bottom=353; DOM="[object HTMLSpanElement]"

DIV: left=282,top=407,right=462,bottom=565; DOM="[object HTMLDivElement]"

UL: left=282,top=407,right=462,bottom=565; DOM="[object HTMLUListElement]"

LI: left=282,top=407,right=462,bottom=421; DOM="[object HTMLLIElement]"

A: left=301,top=407,right=331,bottom=422; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=black"

LI: left=282,top=425,right=462,bottom=439; DOM="[object HTMLLIElement]"

A: left=301,top=425,right=325,bottom=440; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=blue"

LI: left=282,top=443,right=462,bottom=457; DOM="[object HTMLLIElement]"

A: left=301,top=443,right=336,bottom=458; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=brown"

LI: left=282,top=461,right=462,bottom=475; DOM="[object HTMLLIElement]"

A: left=301,top=461,right=327,bottom=476; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=gray"

LI: left=282,top=479,right=462,bottom=493; DOM="[object HTMLLIElement]"

A: left=301,top=479,right=334,bottom=494; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=green"

LI: left=282,top=497,right=462,bottom=511; DOM="[object HTMLLIElement]"

A: left=301,top=497,right=320,bottom=512; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=red"

LI: left=282,top=515,right=462,bottom=529; DOM="[object HTMLLIElement]"

A: left=301,top=515,right=331,bottom=530; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=white"

LI: left=282,top=533,right=462,bottom=547; DOM="[object HTMLLIElement]"

A: left=301,top=533,right=337,bottom=548; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=yellow"

LI: left=282,top=551,right=462,bottom=565; DOM="[object HTMLLIElement]"

A: left=282,top=551,right=370,bottom=566; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&color=other+colors"

FORM: left=282,top=613,right=462,bottom=706; DOM="[object HTMLFormElement]"

DIV: left=282,top=613,right=462,bottom=706; DOM="[object HTMLDivElement]"

DIV: left=282,top=664,right=462,bottom=706; DOM="[object HTMLDivElement]"

DIV: left=282,top=768,right=462,bottom=1098; DOM="[object HTMLDivElement]"

UL: left=282,top=768,right=462,bottom=1098; DOM="[object HTMLUListElement]"

LI: left=282,top=768,right=462,bottom=783; DOM="[object HTMLLIElement]"

A: left=282,top=768,right=343,bottom=783; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10382"

LI: left=282,top=783,right=462,bottom=798; DOM="[object HTMLLIElement]"

A: left=282,top=783,right=439,bottom=798; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10384"

LI: left=282,top=798,right=462,bottom=827; DOM="[object HTMLLIElement]"

A: left=282,top=798,right=406,bottom=827; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=16195"

LI: left=282,top=827,right=462,bottom=842; DOM="[object HTMLLIElement]"

A: left=282,top=827,right=389,bottom=842; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10452"

LI: left=282,top=842,right=462,bottom=857; DOM="[object HTMLLIElement]"

A: left=282,top=842,right=424,bottom=857; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=20649"

LI: left=282,top=857,right=462,bottom=872; DOM="[object HTMLLIElement]"

A: left=282,top=857,right=385,bottom=872; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10757"

LI: left=282,top=872,right=462,bottom=887; DOM="[object HTMLLIElement]"

A: left=282,top=872,right=377,bottom=887; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=16298"

LI: left=282,top=887,right=462,bottom=902; DOM="[object HTMLLIElement]"

A: left=282,top=887,right=425,bottom=902; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10744"

LI: left=282,top=902,right=462,bottom=917; DOM="[object HTMLLIElement]"

A: left=282,top=902,right=353,bottom=917; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=20652"

LI: left=282,top=917,right=462,bottom=932; DOM="[object HTMLLIElement]"

A: left=282,top=917,right=430,bottom=932; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10551"

LI: left=282,top=932,right=462,bottom=947; DOM="[object HTMLLIElement]"

A: left=282,top=932,right=433,bottom=947; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10768"

LI: left=282,top=947,right=462,bottom=962; DOM="[object HTMLLIElement]"

A: left=282,top=947,right=342,bottom=962; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=11465"

LI: left=282,top=962,right=462,bottom=991; DOM="[object HTMLLIElement]"

A: left=282,top=962,right=433,bottom=991; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=30454"

LI: left=282,top=991,right=462,bottom=1006; DOM="[object HTMLLIElement]"

A: left=282,top=991,right=361,bottom=1006; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=20475"

LI: left=282,top=1006,right=462,bottom=1021; DOM="[object HTMLLIElement]"

A: left=282,top=1006,right=425,bottom=1021; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10550"

LI: left=282,top=1021,right=462,bottom=1036; DOM="[object HTMLLIElement]"

A: left=282,top=1021,right=382,bottom=1036; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=16292"

LI: left=282,top=1036,right=462,bottom=1051; DOM="[object HTMLLIElement]"

A: left=282,top=1036,right=401,bottom=1051; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=10475"

LI: left=282,top=1051,right=462,bottom=1066; DOM="[object HTMLLIElement]"

A: left=282,top=1051,right=389,bottom=1066; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&range_subcategory=29879"

DIV: left=282,top=1160,right=462,bottom=1342; DOM="[object HTMLDivElement]"

UL: left=282,top=1160,right=462,bottom=1342; DOM="[object HTMLUListElement]"

LI: left=282,top=1160,right=462,bottom=1175; DOM="[object HTMLLIElement]"

A: left=282,top=1161,right=371,bottom=1175; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=childrens_ikea"

LI: left=282,top=1175,right=462,bottom=1190; DOM="[object HTMLLIElement]"

A: left=282,top=1175,right=344,bottom=1190; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=decoration"

LI: left=282,top=1190,right=462,bottom=1205; DOM="[object HTMLLIElement]"

A: left=282,top=1190,right=318,bottom=1205; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=dining"

LI: left=282,top=1205,right=462,bottom=1220; DOM="[object HTMLLIElement]"

A: left=282,top=1205,right=400,bottom=1220; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=metod_kitchen"

LI: left=282,top=1220,right=462,bottom=1235; DOM="[object HTMLLIElement]"

A: left=282,top=1220,right=326,bottom=1235; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=lighting"

LI: left=282,top=1235,right=462,bottom=1250; DOM="[object HTMLLIElement]"

A: left=282,top=1235,right=349,bottom=1250; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=living_room"

LI: left=282,top=1250,right=462,bottom=1265; DOM="[object HTMLLIElement]"

A: left=282,top=1250,right=328,bottom=1265; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=outdoor"

LI: left=282,top=1265,right=462,bottom=1280; DOM="[object HTMLLIElement]"

A: left=282,top=1265,right=361,bottom=1280; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=small_storage"

LI: left=282,top=1280,right=462,bottom=1295; DOM="[object HTMLLIElement]"

A: left=282,top=1280,right=327,bottom=1295; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=secondary_storage"

LI: left=282,top=1295,right=462,bottom=1310; DOM="[object HTMLLIElement]"

A: left=282,top=1295,right=351,bottom=1310; DOM="http://www.ikea.com/ca/en/search/?query=media&category=products&department=workspaces"

DIV: left=473,top=238,right=1160,bottom=1517; DOM="[object HTMLDivElement]"

DIV: left=473,top=247,right=1162,bottom=281; DOM="[object HTMLDivElement]"

INPUT: left=862,top=258,right=875,bottom=271; DOM="[object HTMLInputElement]"
LABEL: left=878,top=257,right=1005,bottom=272; DOM="[object HTMLLabelElement]"

INPUT: left=1009,top=258,right=1022,bottom=271; DOM="[object HTMLInputElement]"
LABEL: left=1025,top=257,right=1152,bottom=272; DOM="[object HTMLLabelElement]"

DIV: left=473,top=247,right=588,bottom=281; DOM="[object HTMLDivElement]"

DIV: left=587,top=247,right=702,bottom=281; DOM="[object HTMLDivElement]"

DIV: left=484,top=292,right=1150,bottom=313; DOM="[object HTMLDivElement]"

DIV: left=1005,top=292,right=1150,bottom=311; DOM="[object HTMLDivElement]"

DIV: left=484,top=292,right=1005,bottom=313; DOM="[object HTMLDivElement]"

DIV: left=473,top=350,right=1160,bottom=1485; DOM="[object HTMLDivElement]"

TABLE: left=473,top=350,right=1160,bottom=1485; DOM="[object HTMLTableElement]"

TBODY: left=473,top=350,right=1160,bottom=1485; DOM="[object HTMLTableSectionElement]"

TR: left=473,top=350,right=1160,bottom=555; DOM="[object HTMLTableRowElement]"

TD: left=473,top=350,right=610,bottom=555; DOM="[object HTMLTableCellElement]"

DIV: left=473,top=350,right=610,bottom=529; DOM="[object HTMLDivElement]"

DIV: left=488,top=360,right=598,bottom=529; DOM="[object HTMLDivElement]"

DIV: left=488,top=360,right=598,bottom=529; DOM="[object HTMLDivElement]"

A: left=488,top=473,right=598,bottom=528; DOM="http://www.ikea.com/ca/en/catalog/products/40349569/"

DIV: left=488,top=497,right=598,bottom=510; DOM="[object HTMLDivElement]"

TD: left=610,top=350,right=747,bottom=555; DOM="[object HTMLTableCellElement]"

DIV: left=610,top=350,right=747,bottom=544; DOM="[object HTMLDivElement]"

DIV: left=625,top=360,right=735,bottom=539; DOM="[object HTMLDivElement]"

DIV: left=625,top=360,right=735,bottom=539; DOM="[object HTMLDivElement]"

A: left=625,top=473,right=735,bottom=544; DOM="http://www.ikea.com/ca/en/catalog/products/90243297/"

DIV: left=630,top=488,right=735,bottom=543; DOM="[object HTMLDivElement]"

DIV: left=625,top=483,right=730,bottom=538; DOM="[object HTMLDivElement]"

DIV: left=628,top=501,right=727,bottom=514; DOM="[object HTMLDivElement]"

TD: left=748,top=350,right=885,bottom=555; DOM="[object HTMLTableCellElement]"

DIV: left=748,top=350,right=885,bottom=529; DOM="[object HTMLDivElement]"

DIV: left=763,top=360,right=873,bottom=529; DOM="[object HTMLDivElement]"

DIV: left=763,top=360,right=873,bottom=529; DOM="[object HTMLDivElement]"

A: left=763,top=473,right=873,bottom=528; DOM="http://www.ikea.com/ca/en/catalog/products/80227797/"

DIV: left=763,top=497,right=873,bottom=510; DOM="[object HTMLDivElement]"

TD: left=885,top=350,right=1022,bottom=555; DOM="[object HTMLTableCellElement]"

DIV: left=885,top=350,right=1022,bottom=555; DOM="[object HTMLDivElement]"

DIV: left=900,top=360,right=1010,bottom=555; DOM="[object HTMLDivElement]"

DIV: left=900,top=360,right=1010,bottom=555; DOM="[object HTMLDivElement]"

A: left=900,top=473,right=1010,bottom=554; DOM="http://www.ikea.com/ca/en/catalog/products/S79085869/"

DIV: left=900,top=497,right=1010,bottom=536; DOM="[object HTMLDivElement]"

TD: left=1023,top=350,right=1160,bottom=555; DOM="[object HTMLTableCellElement]"

DIV: left=1023,top=350,right=1160,bottom=555; DOM="[object HTMLDivElement]"

DIV: left=1038,top=360,right=1148,bottom=555; DOM="[object HTMLDivElement]"

DIV: left=1038,top=360,right=1148,bottom=555; DOM="[object HTMLDivElement]"

A: left=1038,top=473,right=1148,bottom=554; DOM="http://www.ikea.com/ca/en/catalog/products/S59102959/"

DIV: left=1038,top=497,right=1148,bottom=536; DOM="[object HTMLDivElement]"

TR: left=473,top=555,right=1160,bottom=576; DOM="[object HTMLTableRowElement]"

TR: left=473,top=576,right=1160,bottom=585; DOM="[object HTMLTableRowElement]"

TR: left=473,top=585,right=1160,bottom=807; DOM="[object HTMLTableRowElement]"

TD: left=473,top=585,right=610,bottom=807; DOM="[object HTMLTableCellElement]"

DIV: left=473,top=585,right=610,bottom=807; DOM="[object HTMLDivElement]"

DIV: left=488,top=595,right=598,bottom=807; DOM="[object HTMLDivElement]"

DIV: left=488,top=595,right=598,bottom=807; DOM="[object HTMLDivElement]"

A: left=488,top=708,right=598,bottom=806; DOM="http://www.ikea.com/ca/en/catalog/products/80261258/"

DIV: left=488,top=732,right=598,bottom=771; DOM="[object HTMLDivElement]"

TD: left=610,top=585,right=747,bottom=807; DOM="[object HTMLTableCellElement]"

DIV: left=610,top=585,right=747,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=625,top=595,right=735,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=625,top=595,right=735,bottom=764; DOM="[object HTMLDivElement]"

A: left=625,top=708,right=735,bottom=763; DOM="http://www.ikea.com/ca/en/catalog/products/60239715/"

DIV: left=625,top=732,right=735,bottom=745; DOM="[object HTMLDivElement]"

TD: left=748,top=585,right=885,bottom=807; DOM="[object HTMLTableCellElement]"

DIV: left=748,top=585,right=885,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=763,top=595,right=873,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=763,top=595,right=873,bottom=764; DOM="[object HTMLDivElement]"

A: left=763,top=708,right=873,bottom=763; DOM="http://www.ikea.com/ca/en/catalog/products/30219281/"

DIV: left=763,top=732,right=873,bottom=745; DOM="[object HTMLDivElement]"

TD: left=885,top=585,right=1022,bottom=807; DOM="[object HTMLTableCellElement]"

DIV: left=885,top=585,right=1022,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=900,top=595,right=1010,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=900,top=595,right=1010,bottom=764; DOM="[object HTMLDivElement]"

A: left=900,top=708,right=1010,bottom=763; DOM="http://www.ikea.com/ca/en/catalog/products/00339218/"

DIV: left=900,top=732,right=1010,bottom=745; DOM="[object HTMLDivElement]"

TD: left=1023,top=585,right=1160,bottom=807; DOM="[object HTMLTableCellElement]"

DIV: left=1023,top=585,right=1160,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=1038,top=595,right=1148,bottom=764; DOM="[object HTMLDivElement]"

DIV: left=1038,top=595,right=1148,bottom=764; DOM="[object HTMLDivElement]"

A: left=1038,top=708,right=1148,bottom=763; DOM="http://www.ikea.com/ca/en/catalog/products/10251451/"

DIV: left=1038,top=732,right=1148,bottom=745; DOM="[object HTMLDivElement]"

TR: left=473,top=807,right=1160,bottom=828; DOM="[object HTMLTableRowElement]"

TR: left=473,top=828,right=1160,bottom=837; DOM="[object HTMLTableRowElement]"

TR: left=473,top=837,right=1160,bottom=1029; DOM="[object HTMLTableRowElement]"

TD: left=473,top=837,right=610,bottom=1029; DOM="[object HTMLTableCellElement]"

DIV: left=473,top=837,right=610,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=488,top=847,right=598,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=488,top=847,right=598,bottom=1016; DOM="[object HTMLDivElement]"

A: left=488,top=960,right=598,bottom=1015; DOM="http://www.ikea.com/ca/en/catalog/products/00295554/"

DIV: left=488,top=984,right=598,bottom=997; DOM="[object HTMLDivElement]"

TD: left=610,top=837,right=747,bottom=1029; DOM="[object HTMLTableCellElement]"

DIV: left=610,top=837,right=747,bottom=1029; DOM="[object HTMLDivElement]"

DIV: left=625,top=847,right=735,bottom=1029; DOM="[object HTMLDivElement]"

DIV: left=625,top=847,right=735,bottom=1029; DOM="[object HTMLDivElement]"

A: left=625,top=960,right=735,bottom=1028; DOM="http://www.ikea.com/ca/en/catalog/products/S29103597/"

DIV: left=625,top=984,right=735,bottom=1010; DOM="[object HTMLDivElement]"

TD: left=748,top=837,right=885,bottom=1029; DOM="[object HTMLTableCellElement]"

DIV: left=748,top=837,right=885,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=763,top=847,right=873,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=763,top=847,right=873,bottom=1016; DOM="[object HTMLDivElement]"

A: left=763,top=960,right=873,bottom=1015; DOM="http://www.ikea.com/ca/en/catalog/products/80291632/"

DIV: left=763,top=984,right=873,bottom=997; DOM="[object HTMLDivElement]"

TD: left=885,top=837,right=1022,bottom=1029; DOM="[object HTMLTableCellElement]"

DIV: left=885,top=837,right=1022,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=900,top=847,right=1010,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=900,top=847,right=1010,bottom=1016; DOM="[object HTMLDivElement]"

A: left=900,top=960,right=1010,bottom=1015; DOM="http://www.ikea.com/ca/en/catalog/products/10245846/"

DIV: left=900,top=984,right=1010,bottom=997; DOM="[object HTMLDivElement]"

TD: left=1023,top=837,right=1160,bottom=1029; DOM="[object HTMLTableCellElement]"

DIV: left=1023,top=837,right=1160,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=1038,top=847,right=1148,bottom=1016; DOM="[object HTMLDivElement]"

DIV: left=1038,top=847,right=1148,bottom=1016; DOM="[object HTMLDivElement]"

A: left=1038,top=960,right=1148,bottom=1015; DOM="http://www.ikea.com/ca/en/catalog/products/20291630/"

DIV: left=1038,top=984,right=1148,bottom=997; DOM="[object HTMLDivElement]"

TR: left=473,top=1029,right=1160,bottom=1050; DOM="[object HTMLTableRowElement]"

TR: left=473,top=1050,right=1160,bottom=1059; DOM="[object HTMLTableRowElement]"

TR: left=473,top=1059,right=1160,bottom=1238; DOM="[object HTMLTableRowElement]"

TD: left=473,top=1059,right=610,bottom=1238; DOM="[object HTMLTableCellElement]"

DIV: left=473,top=1059,right=610,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=488,top=1069,right=598,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=488,top=1069,right=598,bottom=1238; DOM="[object HTMLDivElement]"

A: left=488,top=1182,right=598,bottom=1237; DOM="http://www.ikea.com/ca/en/catalog/products/00245842/"

DIV: left=488,top=1206,right=598,bottom=1219; DOM="[object HTMLDivElement]"

TD: left=610,top=1059,right=747,bottom=1238; DOM="[object HTMLTableCellElement]"

DIV: left=610,top=1059,right=747,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=625,top=1069,right=735,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=625,top=1069,right=735,bottom=1238; DOM="[object HTMLDivElement]"

A: left=625,top=1182,right=735,bottom=1237; DOM="http://www.ikea.com/ca/en/catalog/products/60245844/"

DIV: left=625,top=1206,right=735,bottom=1219; DOM="[object HTMLDivElement]"

TD: left=748,top=1059,right=885,bottom=1238; DOM="[object HTMLTableCellElement]"

DIV: left=748,top=1059,right=885,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=763,top=1069,right=873,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=763,top=1069,right=873,bottom=1238; DOM="[object HTMLDivElement]"

A: left=763,top=1182,right=873,bottom=1237; DOM="http://www.ikea.com/ca/en/catalog/products/30269129/"

DIV: left=763,top=1206,right=873,bottom=1219; DOM="[object HTMLDivElement]"

TD: left=885,top=1059,right=1022,bottom=1238; DOM="[object HTMLTableCellElement]"

DIV: left=885,top=1059,right=1022,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=900,top=1069,right=1010,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=900,top=1069,right=1010,bottom=1238; DOM="[object HTMLDivElement]"

A: left=900,top=1182,right=1010,bottom=1237; DOM="http://www.ikea.com/ca/en/catalog/products/10302295/"

DIV: left=900,top=1206,right=1010,bottom=1219; DOM="[object HTMLDivElement]"

TD: left=1023,top=1059,right=1160,bottom=1238; DOM="[object HTMLTableCellElement]"

DIV: left=1023,top=1059,right=1160,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=1038,top=1069,right=1148,bottom=1238; DOM="[object HTMLDivElement]"

DIV: left=1038,top=1069,right=1148,bottom=1238; DOM="[object HTMLDivElement]"

A: left=1038,top=1182,right=1148,bottom=1237; DOM="http://www.ikea.com/ca/en/catalog/products/S49061228/"

DIV: left=1038,top=1206,right=1148,bottom=1219; DOM="[object HTMLDivElement]"

TR: left=473,top=1238,right=1160,bottom=1259; DOM="[object HTMLTableRowElement]"

TR: left=473,top=1259,right=1160,bottom=1268; DOM="[object HTMLTableRowElement]"

TR: left=473,top=1268,right=1160,bottom=1464; DOM="[object HTMLTableRowElement]"

TD: left=473,top=1268,right=610,bottom=1464; DOM="[object HTMLTableCellElement]"

DIV: left=473,top=1268,right=610,bottom=1447; DOM="[object HTMLDivElement]"

DIV: left=488,top=1278,right=598,bottom=1447; DOM="[object HTMLDivElement]"

