 Pepper Beach State Recreation Area, Show properties," Fort Pierce,Florida,USA(104 properties)"
 Henderson Beach State Recreation Area, Show properties," Fort Walton Beach,Florida,USA(101 properties)"
 Jenks Lake Junction Recreation Area, Show properties," Big Bear Lake,California,USA(184 properties)"
 United States Adaptive Recreation Center, Show properties," Big Bear Lake,California,USA(123 properties)"
 Blaarmeersen Sports and Recreation Park, Show properties," Ghent,East-Flanders,Belgium(56 properties)"
 Al Quaal Recreation Ski Area, Show properties," Ishpeming,Michigan,USA(14 properties)"
 Lake Greenwood State Recreation Area, Show properties," Greenville,South Carolina,USA(52 properties)"
 Harwinton Conservation and Recreation Area, Show properties," Torrington,Connecticut,USA(40 properties)"
 Sports and Recreation Centre Oświęcim, Show properties," Oświęcim,Lesser Poland,Poland(57 properties)"
 Silver Glen Springs Recreation Area, Show properties," Seville,Florida,USA(1 property)"
 Mauna Kea State Recreation Area, Show properties," Hilo,Hawaii,USA(53 properties)"
 Beacon Falls Town Recreation Field, Show properties," Southbury,Connecticut,USA(51 properties)"
 Mureșul Sports and Recreation Complex, Show properties," Târgu-Mureş,Mureş,Romania(57 properties)"
 Swimming and recreation centre AaltoAlvari, Show properties," Jyväskylä,Western Finland,Finland(52 properties)"
 Jesse H Jones Recreation Area, Show properties," San Antonio,Texas,USA(67 properties)"
 Ras Al Hamra Recreation Club, Show properties," Muscat,Muscat Governorate,Oman(51 properties)"
 KROKO-FIT Sports and Recreation Center, Show properties," Radebeul,Sachsen,Germany(66 properties)"
 Lewis and Clark State Recreation Site, Show properties," Troutdale,Oregon,USA(63 properties)"
 Satan's Kingdom State Recreation Area, Show properties," Avon,Connecticut,USA(51 properties)"
 Delaware Water Gap National Recreation Area, Show properties," Delaware Water Gap,Pennsylvania,USA(50 properties)"
 West 59th Street Recreation Center, Show properties," New York,New York State,USA(153 properties)"
 Provincial Sports and Recreation centre De Nekker, Show properties," Mechelen,Antwerpen Province,Belgium(53 properties)"
 Washington Convention Center, Show properties," Washington,District of Columbia,USA(145 properties)"
 Mount Washington, Show properties," Jackson,New Hampshire,USA(51 properties)"
 Washington Union Station, Show properties," Washington,District of Columbia,USA(60 properties)"
 Washington State Convention Center, Show properties," Seattle,Washington State,USA(108 properties)"
 Washington Square Park, Show properties," New York,New York State,USA(105 properties)"
 University of Washington, Show properties," Seattle,Washington State,USA(94 properties)"
